title,author,pages,SalesRank,ASIN,tags,year
The Barren Grounds: The Misewa Saga,David A. Robertson,256,811277,0735266107,"kids’ books;sci fi, fantasy & speculative fiction;identity & culture",2020
The Blue House,Phoebe Wahl,40,65225,198489336X,kids’ books;family matters,2020
The Boatman's Daughter: A Novel,Andy Davidson,416,603644,0374538557,"sci fi, fantasy & speculative fiction;the dark side;seriously great writing;the states we’re in",2020
The Book Collectors: A Band Of Syrian Rebels And The Stories That Carried Them Through A War,"Delphine Minoui, translated by Lara Vergnaud",208,788829,0374115168,tales from around the world;rather short;eye-opening reads;nonfiction,2020
The Book Of Atlantis Black: The Search For A Sister Gone Missing,Betsy Bonner,280,1973763,1947793772,nonfiction;biography & memoir;family matters;book club ideas,2020
The Book Of V.: A Novel,Anna Solomon,320,1195145,1250257018,book club ideas;historical fiction,2020
The Boyfriend Project,Farrah Rochon,356,152673,1538716623,love & romance;let’s talk about sex;funny stuff;realistic fiction,2020
The Cactus League: A Novel,Emily Nemens,288,664133,0374117942,"realistic fiction;for sports lovers;the states we’re in;short stories, essays & poetry",2020
The Care and Feeding Of Waspish Widows,Olivia Waite,416,176277,0062931822,historical fiction;love & romance;let’s talk about sex;seriously great writing;for history lovers,2020
The Chiffon Trenches: A Memoir,André Leon Talley,304,232148,0593129253,staff picks;nonfiction;biography & memoir;identity & culture;no biz like show biz;for art lovers,2020
The City We Became: A Novel,N.K. Jemisin,448,216579,0316509841,"staff picks;sci fi, fantasy & speculative fiction;book club ideas;identity & culture;the states we’re in;rather long",2020
The Daughters Of Ys,"M.T. Anderson, illustrated by Jo Rioux",208,549145,162672878X,"comics & graphic novels;young adult;seriously great writing;sci fi, fantasy & speculative fiction;tales from around the world;for art lovers;rather short",2020
The Dead Are Arising: The Life Of Malcolm X,Les Payne and Tamara Payne,640,262841,1631491660,nonfiction;biography & memoir;for history lovers;identity & culture;seriously great writing;eye-opening reads;rather long;book club ideas,2020
The Death Of Vivek Oji: A Novel,Akwaeke Emezi,256,604741,0525541608,staff picks;realistic fiction;book club ideas;seriously great writing;identity & culture;tales from around the world,2020
"The Deepest South Of All: True Stories From Natchez, Mississippi",Richard Grant,288,1133273,1501177826,staff picks;nonfiction;for history lovers;identity & culture;the states we’re in;book club ideas,2020
The Empress Of Salt And Fortune,Nghi Vo,128,208662,125075030X,"rather short;sci fi, fantasy & speculative fiction;seriously great writing;book club ideas",2020
The Faithless Hawk,Margaret Owen,400,967003,1250191947,"staff picks;sci fi, fantasy & speculative fiction;the dark side;love & romance;seriously great writing",2020
The Freedom Artist,Ben Okri,336,2516937,1617757926,"sci fi, fantasy & speculative fiction;book club ideas;eye-opening reads;identity & culture;the dark side",2020
"The Full Plate: Flavor-Filled, Easy Recipes For Families With No Time And A Lot To Do",Ayesha Curry,256,124028,0316496170,cookbooks & food;family matters,2020
The Glass Hotel: A Novel,Emily St. John Mandel,320,202048,0525521143,realistic fiction;book club ideas;family matters;seriously great writing;the dark side,2020
The Heap: A Novel,Sean Adams,320,2048145,0062957759,"sci fi, fantasy & speculative fiction;the dark side;seriously great writing;the states we’re in",2020
The Hidden Girl And Other Stories,Ken Liu,432,1252518,1982134038,"sci fi, fantasy & speculative fiction;short stories, essays & poetry",2020
The Human Cosmos: Civilization And The Stars,Jo Marchant,400,617663,0593183010,nonfiction;eye-opening reads;for history lovers;science!,2020
The Invisible Life Of Addie LaRue,V.E. Schwab,448,5181,0765387565,"sci fi, fantasy & speculative fiction;for art lovers;for history lovers;rather long",2020
The Jakarta Method: Washington's Anticommunist Crusade And The Mass Murder Program That Shaped Our World,Vincent Bevins,320,942710,1541742400,staff picks;nonfiction;eye-opening reads;for history lovers;tales from around the world;the states we’re in;the dark side,2020
"The Journeys Of Trees: A Story About Forests, People, And The Future",Zach St. George,256,1772624,1324001607,staff picks;science!;nonfiction;eye-opening reads;for history lovers;tales from around the world,2020
The Last Emperox,John Scalzi,320,772332,0765389169,"staff picks;sci fi, fantasy & speculative fiction;funny stuff",2020
The Last Million: Europe's Displaced Persons From World War To Cold War,David Nasaw,672,759974,1594206732,staff picks;nonfiction;tales from around the world;for history lovers;eye-opening reads;rather long,2020
The Lights And Types Of Ships At Night,"Dave Eggers, illustrated by Annie Dills",32,465504,1952119073,nonfiction;kids’ books;for art lovers;the dark side;it’s all geek to me,2020
The List Of Things That Will Not Change,Rebecca Stead,224,272482,1101938099,kids’ books;family matters;staff picks,2020
"The Look Of The Book: Jackets, Covers, And Art At The Edges Of Literature",Peter Mendelsund and David J. Alworth,292,295848,0399581022,staff picks;nonfiction;for art lovers;it’s all geek to me,2020
The Lost Book Of Adana Moreau: A Novel,Michael Zapata,272,391354,1335010122,"book club ideas;seriously great writing;sci fi, fantasy & speculative fiction;family matters",2020
The Lying Life Of Adults,"Elena Ferrante, translated by Ann Goldstein",324,989145,1609455916,staff picks;realistic fiction;seriously great writing;tales from around the world,2020
The Malevolent Volume,Justin Phillip Reed,104,1769468,1566895766,"short stories, essays & poetry;for art lovers;for music lovers;identity & culture;seriously great writing;the states we’re in;staff picks;the dark side",2020
The Meaning Of Mariah Carey,Mariah Carey with Michaela Angela Davis,368,105375,1250164680,biography & memoir;nonfiction;for music lovers;identity & culture;staff picks,2020
"The Mermaid, The Witch, And The Sea",Maggie Tokuda-Hall,368,347046,1536204315,"young adult;sci fi, fantasy & speculative fiction;love & romance",2020
The Midnight Bargain,C.L. Polk,384,1346340,1645660079,"sci fi, fantasy & speculative fiction;love & romance;seriously great writing",2020
The Mirror & The Light,Hilary Mantel,784,419455,0805096604,historical fiction;for history lovers;seriously great writing;the dark side;rather long;staff picks,2020
The Missing American,Kwei Quartey,432,1727675,1641290706,staff picks;realistic fiction;mysteries & thrillers;love & romance;tales from around the world;the dark side,2020
The Most Beautiful Thing,"Kao Kalia Yang, illustrated by Khoa Le",32,305589,1541561910,nonfiction;biography & memoir;kids’ books;family matters;identity & culture;the states we’re in;tales from around the world,2020
The Mountains Sing,Nguyễn Phan Quế Mai,352,198731,161620818X,staff picks;historical fiction;realistic fiction;book club ideas;family matters;for history lovers;seriously great writing;tales from around the world,2020
"The New Map: Energy, Climate And The Clash Of Nations",Daniel Yergin,512,72797,1594206430,staff picks;nonfiction;tales from around the world;it’s all geek to me;rather long;science!,2020
The New Wilderness,Diane Cook,416,252903,0062333135,"staff picks;sci fi, fantasy & speculative fiction;book club ideas;the dark side;family matters;seriously great writing",2020
The Night Watchman,Louise Erdrich,464,59971,0062671189,staff picks;realistic fiction;identity & culture;for history lovers;historical fiction;the states we’re in;rather long,2020
The Old Truck,Jerome Pumphrey and Jarrett Pumphrey,48,93825,132400519X,kids’ books;family matters,2020
The Once And Future Witches,Alix E. Harrow,528,83101,0316422045,"seriously great writing;family matters;book club ideas;sci fi, fantasy & speculative fiction;rather long",2020
The Only Good Indians,Stephen Graham Jones,320,247370,1982136456,"staff picks;sci fi, fantasy & speculative fiction;identity & culture;the dark side;mysteries & thrillers",2020
The Other Bennet Sister: A Novel,Janice Hadlow,480,858535,1250129419,staff picks;historical fiction;book club ideas;love & romance;rather long;family matters,2020
The Paper Kingdom,"Helena Ku Rhee, illustrated by Pascal Campion",40,207340,052564461X,staff picks;kids’ books;family matters,2020
The Plain Janes,Cecil Castellucci and Jim Rugg,496,1327372,0316522813,comics & graphic novels;young adult;for art lovers;rather long,2020
The Pull Of The Stars: A Novel,Emma Donoghue,304,1019797,0316499013,staff picks;historical fiction;book club ideas;family matters;tales from around the world;the dark side,2020
The Rakess,Scarlett Peckham,400,1773771,0062935615,historical fiction;love & romance;let’s talk about sex,2020
The Redshirt: A Novel,Corey Sobel,328,3087685,081318021X,realistic fiction;book club ideas;for sports lovers;identity & culture;seriously great writing;the states we’re in,2020
The Regrets,Amy Bonnaffons,304,650920,0316516163,"sci fi, fantasy & speculative fiction;let’s talk about sex;love & romance;seriously great writing;the states we’re in",2020
The Riches Of This Land,Jim Tankersley,320,1754773,1541767837,staff picks;nonfiction;the states we’re in;for history lovers;eye-opening reads;identity & culture,2020
The Roommate,Rosie Danan,336,83052,059310160X,staff picks;realistic fiction;let’s talk about sex;love & romance;no biz like show biz,2020
The Searcher: A Novel,Tana French,464,139495,073522465X,realistic fiction;mysteries & thrillers;tales from around the world;the dark side;staff picks;rather long,2020
The Shadow King,Maaza Mengiste,448,604654,0393358518,identity & culture;for history lovers;the dark side;rather long;historical fiction;tales from around the world;seriously great writing;book club ideas,2020
The Socrates Express: In Search Of Life Lessons From Dead Philosophers,Eric Weiner,352,303159,1501129015,"nonfiction;for history lovers;short stories, essays & poetry;biography & memoir;tales from around the world",2020
The Space Between Worlds,Micaiah Johnson,336,415379,0593135059,"seriously great writing;sci fi, fantasy & speculative fiction;mysteries & thrillers;family matters",2020
"The Splendid And The Vile: A Saga Of Churchill, Family, And Defiance During The Blitz",Erik Larson,608,17735,0385348711,nonfiction;book club ideas;eye-opening reads;for history lovers;seriously great writing;tales from around the world;the dark side;family matters;rather long,2020
The Sprawl: Reconsidering The Weird American Suburbs,Jason Diamond,256,2083851,1566895820,nonfiction;the states we’re in;family matters;book club ideas,2020
"The Talk: Conversations About Race, Love & Truth",Wade Hudson and Cheryl Willis Hudson (editors),160,1958766,0593121619,"nonfiction;kids’ books;short stories, essays & poetry;identity & culture;eye-opening reads;family matters;young adult",2020
The Things They Fancied,Molly Young,,,,nonfiction;for history lovers;it’s all geek to me;identity & culture;funny stuff;rather short,2020
The Undocumented Americans,Karla Cornejo Villavicencio,208,125958,0399592687,staff picks;nonfiction;identity & culture;the states we’re in;eye-opening reads;book club ideas;rather short;biography & memoir,2020
The Vanishing Half: A Novel,Brit Bennett,352,74209,0525536299,realistic fiction;identity & culture;family matters;historical fiction;staff picks;the states we’re in,2020
The Voyage Of The Morning Light: A Novel,Marina Endicott,400,2722672,1324007060,historical fiction;family matters;seriously great writing;book club ideas;tales from around the world,2020
The Wax Pack: On The Open Road In Search Of Baseball's Afterlife,Brad Balukjian,280,159871,1496218744,staff picks;nonfiction;for sports lovers;for history lovers;the states we’re in,2020
The Women In Black: A Novel,Madeleine St. John,224,208476,1982134089,staff picks;book club ideas;seriously great writing;tales from around the world;historical fiction,2020
The Worst Best Man,Mia Sosa,368,770171,0062909878,staff picks;realistic fiction;family matters;let’s talk about sex;love & romance,2020
They Went Left,Monica Hesse,384,1093183,0316490571,staff picks;historical fiction;young adult;for history lovers,2020
Thin Places: Essays From In Between,Jordan Kisner,272,2171304,0374274649,"biography & memoir;short stories, essays & poetry;eye-opening reads;identity & culture;nonfiction;seriously great writing;the states we’re in",2020
